公司名称（全称）,岗位详情,所在城市,薪资区间,岗位名称,BOSS链接,年限要求,学历要求,备注,组长,收集人姓名,父记录,父记录 2,父记录 3,所在区域
郑州引力琥珀人工...,"岗位职责：
负责公司 AI智能体（Agent）产品或 AIGC内容创作工具（如微短剧生成、直播脚本助手等）的需求挖掘、功能设计与落地；
深入理解⼤模型能⼒边界，将技术可能性转化为⽤户可感知的产品价值；
与算法、后端（Java/Agent开发）、前端团队紧密协作，推动产品从0到1上线及迭代；
分析用户行为与业务数据，持续优化交互流程与核⼼指标（如生成质量、使用时长、转化率）；
跟踪AIGC、智能体、多模态交互等前沿趋势，输出竞品分析与产品创新方案。
任职要求：
本科及以上学历，计算机、设计、传媒、心理学等相关专业优先；
有 AI产品、SaaS工具、内容平台、创作者工具 等相关经验者优先；
熟悉大模型基本原理（如Prompt工程、RAG、Function Calling、Agent架构）；
具备优秀的逻辑思维、用户同理心与跨团队沟通能力；
能独立输出PRD、原型图（Axure/Figma）、用户旅程图；
加分项：
有短视频/直播/微短剧行业经验；
自己使用过Midjourney、Runway、Coze、Dify等AIGC工具；
有技术背景（能看懂API文档或基础代码）。
我们提供：
扎根中",郑州·金水区,10-15K,ai产品经理,https://www.zhipin.com/job_detail/90ba51f6d2201aa10nZ72Nu4FFJZ.html?securityId=GENzPjVVwYJTf-B1bv6CatFzjeu3VS4fIC4XWIH7bfOot_cbIIly3WZVm-Za0jlyFJcf76DGF5sWk0kOOP-UrJpWoJaE8cdyFx-0pswH3fRjzNKGc5JOTNweYSAQxTnzSYlbdJ-Su9vRTahq8-XLCLT2tylvsWuZvOwh7gWMXHg9pE6oSyGVuUjS8oTfHyN9GywcvhP1H2pOIRA5ER8tGrskQDvZuvylJ7FERu-33-rhyovndZj6BYDB2ZnHvl6leDkfyFrZFr6vTzmemxZKXjkvS1oM2jFL0NaXCXpSxsw00bxz&lid=1yCchXqTVeg,经验不限,本科,"区域: 金水区
商圈: 祭城
领域: 人工智能
性质: 未融资
规模: 20-99人
技能标签: B端产品 智能汽车 机器学习类AI 视觉类AI
福利标签: 宿舍有空调 交通补助 住房补贴 团建聚餐 节日福利 包住 有无线网 零食下午茶 绩效奖金 五险一金
原始经验: 经验不限
原始学历: 本科",41-谭莎,焦一凡,,,,
超聚变技术有限公司,"任职要求：
1、具备5年以上ICT领域工作经验；3年以上数据中心/智算中心解决方案经验，或3年以上ToB/ToG数字化转型相关解决方案经验；3年以上ToB/ToG人工智能解决方案经验，熟悉主流软件定义数据中心领域的相关技术，如AI解决方案、超融合、虚拟化、容器、存储虚拟化等；
2、深刻理解智算中心、GPU及相关算力设备、大模型、AI智能体，以及AI行业应用等关键技术、架构与行业标准；
3、行业认知：对金融、政务、制造、医疗、教育等至少一个垂直行业有深刻洞察，能将技术与业务场景深度结合；
4、经验背景：有知名科技公司、AI头部企业或中大型AI项目运作背景；熟悉市场操盘及项目管理、风险管理相关专业知识者优先。",郑州·金水区,25-40K,AI解决方案产品经理,https://www.zhipin.com/job_detail/4b0881d98a1a85940nV809W7FlNQ.html?securityId=DnU9TZzW2AwIK-01VolxTOcUczcz9c4HOPLCI9nKTBdxEOy9Xs217bCwo0DeFw_4fgXCagQV9HwJKCCn-kux4jknINrfj_QXkMI2ca-ig-0mhGhI6BAyAywuq1IV1I-BudwZCXVO4syZ5qNRaBDnbPOEVTPjyQK13F9R1FpBO5YXer7sE4qyEVGOiV3BvbObZF-abNGbDmTLqeMLaqKElvlivTwoMxD2d_z-qihDlHooB4s6BOJAZbWRmpCLktMoZMn4AF1r_nP-AsHheDOBCNsKjvCWW0uzBaCMA65_eZPmSop-&lid=1yCchXqTVeg,5-10年,本科,"区域: 金水区
商圈: 国基路
领域: 通信/网络设备
性质: 未融资
规模: 1000-9999人
福利标签: 零食下午茶 五险一金 团建聚餐 带薪年假 节日福利 年终奖
原始经验: 5-10年
原始学历: 本科",41-谭莎,焦一凡,,,,
擎安网络,"岗位职责：
1、负责AI产品的整体规划与设计，确保产品符合市场需求和用户需求；
2、与技术团队紧密合作，推动AI产品的迭代与优化，提升产品竞争力；
3、收集并分析用户反馈和市场数据，指导产品方向和功能迭代；
4、跟踪AI技术发展趋势，结合行业洞察，制定创新的产品策略。
任职要求：
1、本科及以上学历，计算机科学、工学或相关领域，具备扎实的专业知识和技能。
2、至少 3 年以上的 AI 或相关领域的产品管理经验，熟悉 AI 产品从概念到市场的全过程，有成功的产品管理案例。
3、熟悉人工智能技术，包括机器学习、深度学习、自然语言处理、计算机视觉等，能够理解技术原理并将其应用于产品设计。
4、具备出色的数据分析能力，能够通过数据驱动产品决策，优化产品功能和用户体验。
5、具备良好的项目管理能力，能够协调跨部门团队资源，确保项目按时、高质量完成。
6、具备优秀的沟通能力、团队协作能力和问题解决能力，能够与不同背景的团队成员高效协同工作
谢先生本周活跃
 擎安网络·HR",郑州·金水区,5000-30000元/月,AI产品经理,https://www.zhipin.com/job_detail/86d230f04c734b6a0nR529u0GVZU.html?securityId=95YOO7Yf9OfKG-y1rbZsJISB1bc7hRDl0lMvZ5Ip1ZnscjeY94vT_AHgMPitD7O_884O-w2AaSJnWpqRI65zv38EGDPnrA8vMw_xChfPOqT8baddGQ_gHs4RFF-oUmd1N1-sXGtZ6kZ1FtaANHSUy06VyKZsP1xFfNfE3KyvmniCawXX2E-Q-lkgaTnww3mhtTJbLjxrtIErE3T8ajqqD_3WVIfcMy1tey8SteVIo0iRoyJLqeWD0NGHhCwATncMd4dYvqDBLUgl-5Gy6OdFAjTMSb0Jcd-PJNdTzCb4wPl8WUg~&lid=1yCchXqTVeg,3-5年,本科,"区域: 金水区
商圈: 郑州东站
领域: 移动互联网
性质: 天使轮
规模: 20-99人
技能标签: B端产品 语音类AI 视觉类AI 语义类AI AI智能体 RAG 智能客服
福利标签: 年终奖 节日福利 五险
原始经验: 3-5年
原始学历: 本科",41-谭莎,焦一凡,,,,
郑州某大型跨境B2C移动社交电子商务上市公司,"1.必要条件：
•3年以上B端或企业级产品经验，有独立负责并成功落地过提升内部效率的产品或功能的经验，对结果负责。
•出色的业务理解能力和同理心，能快速融⼊陌⽣业务领域，精准洞察核⼼痛点。
•卓越的产品设计能力和系统思维，能将复杂场景抽象为简洁、优雅的用户体验。
•强⼤的项目推动力和跨部门协作能力，能有效整合资源，克服阻力，确保项目交付。
2.优先条件：
•有运营、客服、供应链、设计等业务系统或工具的产品经验。
•对AI技术（特别是大模型应用）有一定的认知，了解其能力边界及应用范式。
•具备优秀的数据分析能力，能熟练运用数据发现问题、评估效果。
3.个人特质：
•结果导向：对“业务价值是否达成”有执着的追求，不满足于功能上线。
•用户代言人：始终站在业务用户的立场思考，追求极致的用户体验和采纳度。
•学习与适应：对技术和业务变化保持好奇，能快速学习并调整策略。
认证资质
人力资源服务许可证
资质说明
人力资源服务许可证
人力资源服务许可证是由国家人力资源与社会保障相关部门颁发，代表人才经纪人所在企业可以合法开展人力资源相关业务",郑州,20-40K,AI产品经理,https://www.zhipin.com/job_detail/5a8210c10be12a030nZz29W4GFZS.html?securityId=2T5aKE0YNAj5J-31y4DQx6w3OIng7uEOJThQUZiRB9QVd6p-ksiWvsOP7KrjnwMBzwh1oKDpZjphtEresSLGy3DB-jCxI3_gYEoewbK9sfRRvsS3OkdwiuFodtaC30D60I9AuYI1nTKgcPW-tDxUVsP7PF-LVODkcpdXdoIupsI3xMEC86vG1tKjKux3p-VOsoiG4GICC0kQG77jiUHLpiYMHPXOPTbkN_ZsngPNWgV5qkKUj2QiJMeNzxqn8u8-RlWg5ukh8rAj2YI7WPiPLaHumogft7su0LFcGegugyGCVkc~&lid=1yCchXqTVeg,经验不限,本科,"领域: 电子商务
规模: 1000-9999人
技能标签: B端产品
福利标签: 团建聚餐 生日福利 节日福利 带薪年假 底薪加提成 股票期权 年终奖 零食下午茶 五险一金 一对一辅导 补充医疗保险 绩效奖金
原始经验: 经验不限
原始学历: 本科",41-谭莎,焦一凡,,,,
吉客印,"任职要求：
1、两年以上互联网产品相关工作经验，良好的执行力和理解能力;
2、具有良好的逻辑分析能力，沟通能力，系统性思考能力，信息收集和整理能力;
3、优秀的沟通、协调、组织、项目管理能力，缜密的逻辑思维能力，能与研发团队密切配合，持续优化产品用户体验；
4、有AI方向产品相关工作经验，对AIGC方向保持高度关注者优先；
5、对AI方向的创新应用持续探索，富有好奇心、自驱、自律，持续创造价值。
于女士今日活跃
 吉客印·HR经理",郑州·中原区,30-50K·13薪,AI产品经理,https://www.zhipin.com/job_detail/901e6dda601677a81X1539W7FlpQ.html?securityId=-Bznkct8e4nJa-D1t15B6xsZLjIyTqTUo8JAwPPY5PWuNFq-Ru4vxPELlqI_f7C02MvO9DvJ1VorYl46RfpYoQZTfoY2W9SK-WBtz05wmNKL4J_pVgCjXzKg1YzzppaRrgHsLqug1SDtqRwlo9Vfbi2WR91-8U27SmjwiDvJk8r1MJl74LLaGgxAF1JKyr8ytGsncx4ByawBKJjb0oyWoSh2ZdPsnWHJKPFyi7hA2IFbqqv6tvrdBcf-aHEyneQfws6EZIaODmB_u_BN-R8qigm-NaPW140cCk9UvQem98Clwhbc&lid=1yCchXqTVeg,5-10年,本科,"区域: 中原区
商圈: 五龙口
领域: 电子商务
规模: 1000-9999人
技能标签: 机器学习类AI C端产品 AI机器人 语音类AI 视觉类AI
福利标签: 五险一金 年终奖 股票期权 团建聚餐 底薪加提成 带薪年假 节日福利 零食下午茶 生日福利 绩效奖金 一对一辅导 补充医疗保险
原始经验: 5-10年
原始学历: 本科",41-谭莎,焦一凡,,,,
成都超星数图信息技术,"毕业时间：2025年-2026年：
1.行业需求洞察
协助完成高校 / 企业场景下的项目调研、业务梳理与用户需求分析挖掘⼤语⾔模型、AIGC、智能体等 AI 技术在教学管理、学习辅助等场景的落地机会精准识别⽤户核心痛点，输出可落地的需求洞察报告
2. 产品规划与设计
参与 AI 产品（如智能助手、知识问答⼯具）的功能概念构思与方案讨论协助撰写 PRD 文档，清晰定义产品需求、用户故事、交互逻辑与验收标准参与产品原型设计（Figma / 墨刀等），配合 UI/UX 团队完成视觉与交互落地
3. 项目推动与协同
作为产品侧接口人，与研发、算法、设计、运营等团队高效协作跟进需求评审、开发排期、测试验收全流程，同步进度与风险推动问题解决，保障 AI 产品功能按时、高质量上线
4. 数据分析与迭代
搭建产品核心指标监控体系，协助完成用户行为、功能使用数据的日常分析收集用户反馈与业务数据，输出数据洞察报告，提出产品优化方案跟进迭版本的效果验证，形成 “数据 - 分析 - ",郑州·管城回族区,7-10K,ai产品经理,https://www.zhipin.com/job_detail/01eaaeb71f1c3aa90nZy3du4E1FR.html?securityId=WpwkE9E9vOLlX-1191ByyPmK-bjzorlD4ww-uQglqDcfdGvjoSNuhCigcFFlPSCt93ikZ-9ssWfQS6M4GUv2TOJVueDeKySs8dIEIJ5LsLF07iT3Oi4q20OwY8ARtcTJvTuCmvwbE5JY6OJAAJdO1xc_gHU5V5ghjTr8h0LacxBHtKnQ0yjqcJ4RAZLVw-u0F_21Z4OzeSVE7x4bnD4rZfPohtHKy5Y3TtwwdyIXJSthGVfEH1eOaAM9gV8gAbnUrbj59kH7VTz93gk-rJeql_S2z0tvOagdx9CX5nF5WyLhTas~&lid=1yCchXqTVeg,应届/校招,硕士,"区域: 管城回族区
商圈: 郑州东站
领域: 在线教育
规模: 1000-9999人
技能标签: 语义类AI 机器学习类AI 语音类AI B端产品
原始经验: 在校/应届
原始学历: 硕士",41-谭莎,焦一凡,,,,
郑州某大型计算机软件上市公司,"任职要求】
•计算机、人工智能、设计等相关专业优先。
•3年及以上ToB或教育/教培产品经验优先；沟通表达与推动力强。
•掌握大语言模型与智能体的原理、能力和边界，理解其数据需求和依赖。
•熟练用户研究、需求分析、信息架构与产品文档撰写，能产出高质量PRD/原型图/验收标准。
•具备数据意识与实验思维，能以指标驱动问题定位与方案验证。
•理解高校教学目标与基本教学法，懂教学场景与教师/学生真实诉求，能把教学目标转为可落地策略与可验证成效。
•具备项目管理与跨团队协作经验，能在多角色、多任务环境中推进落地。
认证资质
人力资源服务许可证
劳务派遣经营许可证
资质说明
人力资源服务许可证
人力资源服务许可证是由国家人力资源与社会保障相关部门颁发，代表人才经纪人所在企业可以合法开展人力资源相关业务的资质证件。展示标签代表该企业已上传许可证并经由平台审核验证通过。
劳务派遣经营许可证
劳务派遣经营许可证是由国家人力资源与社会保障相关部门颁发，代表人才经纪人所在企业可以合法开展劳务派遣相关业务的资质证件。展示标签代表该企业已上传许可证并经由平台审核验证通过。
袁先生
 翰特·猎头顾问",郑州,20-21K,AI产品经理（ToB或教育/教培产品）,https://www.zhipin.com/job_detail/ed6eb81611417ffe0nZy3Nq6F1NY.html?securityId=8WZOEo_AYaEyV-A1l3Y6neqrqV9Q5oIbnjbq8RPaF1XsL349dQIRCgcNuYrdoPx7aQIjMXa3Xa--pIrOHk61v7Nngv2c5zgx268Bk9CYvkD81opFOdDQ4XsiW4AbvU336OYO3FzR-wTcNPl8rBDKVVQRAK35v7R-3IyTzMjySLUE0R6NVuUg1d02APHd1oHlHQ1Lqf0eLkSgoQSvWG3xi2XM3Y1t7OubmkKY1JWtjjtbe0T_Yuz4yq1MHIuro8JMu3cM1-iwuioOJ0QgmLKPgdQQjxgq5WCqjgjHVqDMl_k~&lid=1yCchXqTVeg,3-5年,本科,"领域: 计算机软件
性质: 已上市
规模: 1000-9999人
技能标签: B端产品 G端产品/政务产品 AI产品 K12项目 知识图谱 智能体
福利标签: 五险一金 补充医疗保险 定期体检 员工旅游 通讯补贴 带薪年假 餐补 股票期权 年终奖 交通补助 节日福利
原始经验: 3-5年
原始学历: 本科",41-谭莎,焦一凡,,,,
梧桐花科技,"1.结合公司业务目标、用户需求和技术可行性，负责AI相关产品（如APP、功能产品、在线教育产品、数字化管理系统等）的产品框架设计，确保产品具备完整性和扩展性；
2.根据公司规划，对接需求方，收集、整理、分析需求，输出高质量的产品需求文档（PRD）和原型图；
3.深入了解教育市场软件平台动态，定期输出行业分析报告，跟踪AI技术发展趋势和竞品动态，及时调整产品策略，制定发展方向；
4.跟踪产品运营数据和用户反馈，持续优化产品功能和用户体验，提升产品市场竞争力；
5.与研发、设计、运营等团队紧密协作，推动AI产品从设计到上线的全流程，确保产品按时高质量交付；
6.负责AI产品的整体规划与设计，挖掘潜在需求，制定产品战略和发展路线图；
7.关注教育行业和数字化管理系统的最新动态，推动AI技术与教育场景的深度融合。
任职资格：
1.五年以上产品设计经验，三年以上AI产品设计经验，具备教育行业产品或数字化管理系统（如ERP、CRM等）相关工作经验者优先；
2.具备较强的学习能力，能够快速理解公司各项目的业务流程和逻辑；
3.拥有优秀的沟通协调能",郑州·中原区,8-12K,AI产品经理,https://www.zhipin.com/job_detail/d130d42c9585c441031939i0E1BU.html?securityId=x9Kh8wdXMNc0J-N13wEJ3OQq_ZQ8IhVCPdOvVnostr0A5LrjgcIKz3J7PgxXYZPMG_BXIN7jYf3rOXZAz7grfAN-D6OqrwTjt7LNlfjQpsjWoPxG12ZvJOQ08tvOgjEC_0eVkACtYvk15_MRd-gkPO7V7JCD6VA1cG2wDL9ldWVD6qCFIRvA5DzFlh4hPS2Ho4_JI1-U5Aj5BHZqngLtP8Kor1UEMOzOnYuPipsQlzY2TGtOoQXdcxjGHwY0UU6SCqvq9rPF9SPvr7ahx72c_Or5YnogD31tjmO4JVJICs-q6A~~&lid=1yCchXqTVeg,5-10年,本科,"区域: 中原区
商圈: 高新区
领域: 新闻/出版
性质: 不需要融资
规模: 100-499人
福利标签: 团建聚餐 节日福利 员工旅游 餐补 生日福利 带薪年假 全勤奖 加班补助 员工生日
原始经验: 5-10年
原始学历: 本科",41-谭莎,焦一凡,,,,
迈雅科技,"职位描述：
软件产品设计，UI设计，前端开发，开发团队管理",郑州·中原区,5-10K,ai产品经理,https://www.zhipin.com/job_detail/fc69bba550360eec03Z43tq0ElpS.html?securityId=-0a3I9gSGRFIB-f1j59Q3leCQEh3KWcOeMCu_z-7DhGRygIFqyvoPAAymSynmYiwxbGfjCgi9RLda842n-t-yziyEJZn6nUjNNyAUexY0hiUqdmjgTkic-dYoeOjbvDDJK-2Vfe-KrXa09Muu11DU2c_NatKvqCaB5aaC61_JgPET0O-ZCkBHscnTd9v1y3w9-bAOcRanE18wKfRuNIMnYCDMEKjwE6fsUob-KIsL0KQ9bgdsQYliKvUvNnFKWuEFWLBbFERMuGRhFn1H2ligrEP9DBBFh8z_DuLrfbOKUQDu41i&lid=1yCchXqTVeg,5-10年,本科,"区域: 中原区
商圈: 高新区
领域: 计算机软件
规模: 0-20人
原始经验: 5-10年
原始学历: 本科",41-谭莎,焦一凡,,,,
河南人之初,"岗位职责： 
1、负责AI相关产品的规划与设计，结合企业业务需求，制定智能化产品解决方案； 
2、推动AI技术在产品中的落地应用，提升产品智能化水平与用户体验； 
3、协调研发、测试、运营等团队资源，推进产品从需求到上线的全流程管理； 
4、持续跟踪产品使⽤情况，收集⽤户反馈并推动产品迭代优化； 
5、关注AI⾏业动态和技术趋势，探索产品创新方向。 
任职要求： 
1、具备扎实的产品管理能力，熟悉AI产品开发流程及技术实现逻辑； 
2、有较强的需求分析和逻辑表达能⼒，能够撰写清晰的产品需求文档； 
3、具备良好的跨部门沟通与协作能力，能够高效推动项目落地； 
4、对人工智能领域有浓厚兴趣，具备一定的技术理解能力。
张晓斐本周活跃
 河南人之初·招聘者",郑州·管城回族区,6-10K,AI产品经理,https://www.zhipin.com/job_detail/c80d15a649f602f40nZ62Ny9GVVQ.html?securityId=5p8jECjA4DIqh-k15PhTDOoq6mSPBWCS1e-Qp6dQdTmBjkj6gjoMj1k5PGPSoL3BEiRSsxkCIp9Jluv_9nGD84VMYuX5NawUq3MB47ng-IS8JVGJN4pMfNE6oT1XaieehQ88AQN60IrAFRXEcBentS2tcjhOJxUG01Rh3SvZMqEcD4UwfgN5oTCFjoHkg2H04B21hClu65tA1o1D2PAuG4dkd7zWCA1ScK4HXIQF77lxCdqZuI55N6-Bf1VEVvMPLWJNbhPgf1B3OdCmwPgF1obrRfIhsGeLW3VZeAOWotkq4O1i&lid=1yCchXqTVeg,1-3年,本科,"区域: 管城回族区
商圈: 郑州东站
领域: 互联网
性质: 天使轮
规模: 0-20人
技能标签: 抖音广告 短剧制作 电商直播 语音类AI 视觉类AI B端产品
福利标签: 企业年金 节日福利 加班补助 零食下午茶 年终奖 股票期权 五险一金 夜班补助 全勤奖 底薪加提成 定期体检 团建聚餐 生日福利 绩效奖金 保底工资
原始经验: 1-3年
原始学历: 本科",41-谭莎,焦一凡,,,,
青岛鲸算盘科技,"任职要求：
1. 至少半年的电话销售经验，每天电话量至少达到100以上，（属于近三年的工作经验）经验不足者勿扰。入职会有专门的AI软件销售以及如何使用的培训，以便员工可以尽快上手。
2. 具备较强的学习能力和较好的行业理解能力，理解客户需求和项目推进能力强;
3 .具备优秀的客户沟通技巧与谈判能力，较强的客户服务意识，善于协调内外部资源;
工作内容:
1. 负责公司SaaS软件产品的客户销售工作;
2. 企业客户的搜集、商机跟进、需求挖掘、服务方案策划、意向跟进、签约等;
3. 负责客户的价格谈判、收款和发票等商务工作;
4. 和协作部门一起拓展销售线索和挖掘潜在客户;
5. 不断发掘客户的新需求，负责客户的续约增购和新品推荐的销售工作;
6. 负责客户的客情关系维护工作。
薪资详情
薪资范围：10000-13000元/月
社保类型：五险
提成方式：按单提成；",郑州·金水区,10-13K,AI产品销售+高底薪+双休+无试岗期,https://www.zhipin.com/job_detail/9c18dcef8ef65d8b0nZy092_FVRU.html?securityId=rEXgQiNYbGlh1-R1RJzMD7FMQaxAK-owtkM5FwWm8t2QFMW4eBZFNM4LxnIzC809__rRv2SU1LR62mVTgUBmaSBfmhhlmep5oRXfO4AMRzwttu1SQGi4b2L2D1ryJy5NfBHfmeRQK1TeMXfbiu7Gvv9vGaYMDHIyzgYa2zB6hEeoKIV4QBU7i4goR5nYl_m0ohMTs4R4T0xnfgdof_GZPbGzaWy1jM_ks_EIQQRUVJpbqJCm--chpEjGAJbPFc2I36ZARrs4mzEZqsUdSORH6ALL7D2xdkjRndG3HyYwMCseaneO&lid=1yCchXqTVeg,1-3年,大专,"区域: 金水区
商圈: CBD
领域: 计算机软件
性质: A轮
规模: 100-499人
技能标签: 企业（To B） 电话销售经验
福利标签: 定期体检 意外险 节日福利 绩效奖金 通讯补贴 团建聚餐 节假日加班费 加班补助 底薪加提成 零食下午茶 保底工资 法定节假日三薪 五险一金 工龄奖 补充医疗保险 生日福利
原始经验: 1-3年
原始学历: 大专",41-谭莎,焦一凡,,,,
阿里巴巴集团,"岗位职责】
服务和开拓运营中小企业客户，推广钉钉AI软硬件产品解决方案；
持续服务本地化客户，让客户用好钉钉，打造本地化AI数字化标杆企业。
【岗位要求】
大专及以上学历，1年以上企业服务或销售经验，熟悉SaaS/AI软硬件行业；
创业之心，抗压能力强，有好奇心和学习力，服务导向，让客户满意；
具备独立开发客户能力，有本地企业客户资源（如商会、行业协会、中小企业集群）者优先；
薪资详情
薪资范围：8000-12000元/月
社保类型：五险一金
奖金补贴：绩效奖金",郑州·管城回族区,8-12K,AI城市服务销售专员/专家-郑州,https://www.zhipin.com/job_detail/24c86228914e75110nZ93tq5FFRY.html?securityId=TSm3-t6gtS2bX-R1ZIo_HDFNE20d81LWclByoYSYQOmct9xj_TuLH7JV2F_S1e1hAz9tFJRbTcRyXg5Jvg6x-kMgezjr00dvf_LrkkQ4z94Bc12re9wRq6xj_gEN8msXa6zw49yIk-tVvhOAf7LL4Bifps1WQyNCK0qv9MhEosbKBfyeMJ-CdyI9hku0U3XzD7qFtv61RA8s8eNgG5totsGWiotdNUCFt8q3JDRLrjWUbeJ84YJVkKhhs93oWDhdELFfzeOPEag7q9BewDO4CnnoGyvowYjB3rGahS9AEDO-s1fInbHH8IQYzAegYAHodwo~&lid=1yCchXqTVeg,经验不限,大专,"区域: 管城回族区
商圈: 东建材
领域: 互联网
性质: 已上市
规模: 10000人以上
福利标签: 交通补助 五险一金 股票期权 零食下午茶 节日福利 年终奖 免费班车 员工旅游 补充医疗保险 餐补
原始经验: 经验不限
原始学历: 大专",41-谭莎,焦一凡,,,,
锦锐科技有限公司,"岗位职责：
1. 负责大数据相关业务的模型分析与产品全链路规划，梳理并沉淀产品核心逻辑，联动本部门与业务部门持续迭代产品功能、强化模型能力，提升业务转化效率。
2. 结合公司大模型技术与⾏业应⽤场景，主导数据产品的整体规划与设计⼯作，推动模型优化迭代，助力提升客户转化效果与商业价值。
3. 收集业务部门和客户需求动态，系统收集、整理并分析用户反馈，精准转化为可落地的产品需求⽂档。
4. 撰写高质量的产品需求规格说明书，紧密协同研发团队，确保产品需求精准落地实现。
5. 负责跨行业客户需求对接与沟通，深入理解不同行业客户的核心诉求，提供定制化的大模型产品解决方案，推动产品商业化落地与客户留存。
任职要求：
1、大专及以上学历，网络、计算机、通信等工科专业；
2、具备良好的市场洞察力和数据分析能力，能够准确把握市场需求和竞争态势；
3、3年以上产品经理或相关领域工作经验，了解主流产品的研发流程和市场动态；
4、优秀的沟通协调能力，能够与研发、市场、商务等多部门有效协作；
5、熟练运用Axure、Mind manage等办公软件，可独立输出高保真原型和高质量的产品需求文档；
经验：
有通信行",郑州,10-15K,ai产品经理,https://www.zhipin.com/job_detail/992a5d13fa637e360nV42d-7F1tS.html?securityId=ATCO_xLC6gyEC-N1T22OtKof-Jb8dp5bfmP98UaKHWMC7y0--Z5ju-8aXNy-g-ro6XtSF5a3EcZ12XG3FlqbuaNmM7i3yo2vp1kH3ph3MQ3DJDcRyaGE9b4sjyQ_V5evRPXnQ-4ERbWV45Uz_Qx5rdbfAbC8cjqHRdoqZXfIYNqLdg1D9BLbSdg1fzWbN3KCIufdY3SlqtwjLFAH3h_tIrwpwPUDtTC12q0UfEb7Vdqq30gH1QhAB7djNG2tLm5gsPte9IdJjqpCKmhBPvWJ2kKHD30q09P7iJxIZhvIboMtsAsz&lid=1yCchXqTVeg,3-5年,大专,"领域: 运营商/增值服务
性质: 不需要融资
规模: 20-99人
技能标签: 视觉类AI
福利标签: 节日福利 全勤奖 保底工资 加班补助 绩效奖金 底薪加提成 节假日加班费 企业年金 年终奖
原始经验: 3-5年
原始学历: 大专",41-谭莎,焦一凡,,,,
河南柒渡旅游开发,"任职要求： 
1、具备产品规划与需求分析能⼒，熟悉AI应用发展方向； 
2、逻辑思维清晰，能够通过数据分析与⽤户调研发现潜在需求； 
3、良好的跨部门沟通能力及项目推动能力，能协调多方资源； 
4、对人工智能技术有浓厚兴趣，愿意探索AI在文旅领域的创新应用；",郑州·金水区,10-15K,ai产品经理,https://www.zhipin.com/job_detail/de31ffb9086b80a30nV73ty5FFNU.html?securityId=1L70HuXgBeWG7-b1inLl3qBVPYKGsQSYVRGiUDnQ7UM2oNmp_HG2qfAXQui6byZ4eO8BcZ5wZ-V8Gy6Q4n6_OOOldFZW159Id1RzU_3n-ASDZlzfBjgR2hnATeL8yMOV8I0FjQ03JXut8euSE1uj4qhrYC906LKvhZSEnAlRNpGGTwzWsuFGO3CKxB96LZcWSUUzKbO_Kau7T1EKpP6J6yjvrclStVOxX3-UDcwQqx5t1tNiK6S5EDKaeHYdzL3-DmDkym-vRSXyl8NMo8Wlgy39Rovtc7DiU-41SYbg0Rem2gPR&lid=1yCchXqTVeg,1-3年,本科,"区域: 金水区
商圈: CBD
领域: 休闲/娱乐
性质: 未融资
规模: 0-20人
技能标签: B端产品
福利标签: 定期体检 节日福利 团建聚餐 生日福利 绩效奖金 底薪加提成 五险一金 免费工装 员工旅游 保底工资 零食下午茶
原始经验: 1-3年
原始学历: 本科",41-谭莎,焦一凡,,,,
临研通,"任职要求： 
1. 具备良好的产品规划与需求分析能力，能独⽴完成产品设计与推动落地； 
2. 熟悉AI技术基本原理与应用场景，对技术实现可行性有一定判断力； 
3. 具备优秀的沟通协调能力和跨团队协作经验； 
4. 逻辑清晰，执行力强，能够高效推进复杂项目； 
5. 具备较强的学习能力和抗压能力，适应快速变化的工作环境。
6.有运营经验的优先
沈女士本月活跃
 临研通·技术总监",郑州,9-10K,AI产品经理,https://www.zhipin.com/job_detail/f1c3dbef566ba0680nRy3tS8EFVX.html?securityId=HbPNbV7bmItGP-M1qrHIYr5YlkOCuNXu-HdVDNs8tlZ3rBmnHNiG2MdQor-vsEeMWfuADKoHigFd_z06mhruRH7OLuWQCTDMvNp-lNwDxClk9TucGfMHuNgylMlrwt-WUs32oxetq_wzfZn_lv5yX_6DhjEKB1XBjHvukkStdnaG145APDBmduqWRkzbyDNoerw0SqOiCFcvzK4VlP7HbAYp3vutKcuTJNFRY_Ruv3c_10LOzluf1jiK3Sv5tgcTCMoPe8oMIzket9989RaWBa6apWV8fD-4xr-frTZagc1ydtML&lid=1yCchXqTVeg,3-5年,博士,"领域: 生物/制药
规模: 20-99人
原始经验: 3-5年
原始学历: 博士",41-谭莎,焦一凡,,,,
